Year,Active,Client ID,First Name,Last Name,Gender,Date of Birth,City,Indigenous,PWD,Vet,Emergency Sheltered,Bus Pass,Clothing Supplement,Pet Deposit,PSSG,Status,Deceased
2000,Y,54213585,Nolan,Ward,Male,23-Nov-86,Chilliwack,N,N,N,N,N,N,N,N,,
2015,Y,46414011,Elizabeth,Lee,Female,11-Mar-59,White Rock,N,N,N,Y,Y,N,Y,N,,
2020,Y,19698340,William,Lee,Male,03-Jan-54,Cranbrook,Y,N,N,Y,N,N,Y,N,,
2001,Y,79371677,Jacob,Bailey,Male,12-Dec-87,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2012,Y,76983489,Elijah,Williams,Male,14-Jun-89,Campbell River,N,N,N,Y,N,N,Y,N,,
2012,Y,84050092,Luke,Wessels,Male,02-Jul-83,Vancouver,Y,N,N,Y,N,N,Y,N,,
2006,Y,85267185,Leah,Wilson,Female,20-Apr-05,Maple Ridge,N,N,N,N,N,N,N,N,,
2002,N,34042968,Rebecca,Harris,Female,12-Oct-70,Chilliwack,N,N,N,N,N,N,N,Y,,
2001,Y,50853293,Sarah,Parkhurst,Female,23-Mar-57,New Westminster,N,N,Y,Y,N,N,Y,N,,
2020,Y,95331376,Mason,Robb,Male,02-Jul-99,Coquitlam,Y,N,N,Y,N,N,Y,N,,
2010,Y,84040207,Nolan,Lee,Male,04-Aug-57,Merritt,N,N,N,Y,N,N,N,N,,
2017,Y,37926462,Stella,Little,Female,14-Jan-93,Mission,N,N,N,Y,N,N,N,N,,
2021,Y,40995297,Judy,Yoshida,Female,02-Mar-75,Vernon,N,N,N,Y,N,N,Y,N,,
2009,Y,50101421,Olivia,Kennedy,Female,01-Aug-85,Dawson Creek,Y,N,N,Y,N,N,Y,N,,
2004,Y,55400288,Savannah,Powell,Female,09-Oct-98,Powell River,N,N,N,N,N,N,N,N,,
2002,Y,60814318,Hailey,McDonald,Female,24-Sep-49,Rossland,N,N,N,Y,N,N,Y,N,,
2022,Y,76807833,Ryan,Bennett,Male,12-Jan-71,Mission,Y,N,N,Y,N,N,N,N,,
2001,Y,60360462,Leah,Anglin,Female,13-May-00,Campbell River,Y,N,N,N,N,N,N,N,,
2007,Y,87718194,Lucas,Brown,Male,19-May-52,White Rock,Y,N,N,Y,N,N,Y,N,,
2015,Y,99909620,Audrey,Barnes,Female,17-Jan-54,Rossland,N,N,N,Y,N,N,N,N,,
2000,Y,19442997,Audrey,Hodgins,Female,12-Sep-69,Fernie,N,N,N,Y,N,N,N,N,,
2013,Y,53011982,Hailey,Cloutier,Female,30-Mar-64,Courtenay,Y,N,N,N,N,N,N,N,,
2008,Y,37704319,Josephine,Ramirez,Female,16-Dec-50,Quesnel,N,N,N,Y,N,N,Y,N,,
2018,Y,27400116,Sadie,Fraser,Female,17-Nov-79,Campbell River,N,N,N,Y,N,N,Y,N,,
2017,Y,40908389,Adrian,Atkins,Male,16-Oct-60,Kelowna,Y,N,N,Y,N,N,Y,N,,
2020,Y,79174317,Savannah,Munroe,Female,09-Dec-58,Enderby,N,N,Y,Y,N,N,N,N,,
2010,Y,44370795,Gabe,Mutadi,Male,03-Mar-99,Port Moody,Y,N,N,Y,N,N,Y,N,,
2011,Y,62940888,Owen,Miyazato,Male,04-Dec-68,Delta,N,N,N,N,N,N,N,N,,
2004,Y,95211442,John,Reid,Male,13-Feb-80,Coquitlam,Y,N,N,Y,N,N,Y,N,,
2018,N,34513447,Natalie,White,Female,14-Jun-92,Langley,N,N,N,N,N,N,N,Y,,
2017,Y,87915904,Riley,Ramirez,Female,01-Aug-77,Rossland,Y,N,N,N,N,N,N,N,,
2022,Y,70618896,Riley,Born,Female,15-Jan-94,Port Coquitlam,Y,N,N,N,N,N,N,N,,
2006,Y,78672680,Logan,Yanick,Male,19-Nov-61,Surrey,Y,N,N,Y,N,N,Y,N,,
2012,Y,76690637,Maria,Kelly,Female,13-Jun-81,Powell River,Y,N,N,N,N,N,N,N,,
2014,Y,31299775,Grace,Yoshida,Female,04-Nov-90,West Kelowna,Y,N,N,Y,N,N,N,N,,
2011,Y,84372774,Naomi,Dube,Female,24-Aug-93,Colwood,N,N,Y,Y,N,N,Y,N,,
2007,Y,35568038,Clara,McKinney,Female,14-Oct-53,Kamloops,Y,N,N,N,Y,N,N,N,,
2000,Y,44185473,Lincoln,Parkhurst,Male,27-Dec-01,Castlegar,Y,N,N,N,N,N,N,N,,
2015,Y,73961227,Wyatt,Johnson,Male,24-Dec-74,North Vancouver,N,N,N,Y,N,N,N,N,,
2012,Y,72810939,Olivia,Baptiste,Female,31-Jul-72,Grand Forks,Y,N,N,Y,N,N,N,N,,
2008,Y,89101313,Noah,Kingfisher,Male,05-Jun-93,Delta,Y,N,N,Y,N,N,N,N,,
2004,Y,86287738,Alex,Lara,Male,21-Apr-80,Revelstoke,N,N,N,Y,N,N,Y,N,,
2022,Y,14404374,Jade,Gagnon,Female,11-Sep-92,Salmon Arm,N,N,N,Y,N,N,N,N,,
2014,Y,51406665,Sam,Danford,Male,29-Feb-00,North Vancouver,N,N,N,Y,N,N,Y,N,,
2000,Y,77711400,Jack,Hayes,Male,19-May-63,Quesnel,Y,N,N,N,N,N,N,N,,
2022,Y,82474341,Andrew,Jenkins,Male,22-May-86,Kimberley,Y,N,N,N,N,N,N,N,,
2003,Y,31064246,Chloe,Martinez,Female,02-Jan-87,Trail,Y,N,N,N,N,N,N,N,,
2009,N,49002893,Sam,Hayes,Male,24-Sep-72,Nanaimo,Y,N,N,N,N,N,N,Y,,
2002,Y,19987844,Sam,Gill,Male,16-May-00,Nelson,N,N,N,N,N,N,N,N,,
2000,Y,75302730,Abigail,Richardson,Female,29-Mar-04,Vernon,N,N,N,N,N,N,N,N,,
2014,Y,56642925,Hailey,Dallas,Female,13-Jan-60,Enderby,Y,N,N,Y,N,N,Y,N,,
2019,Y,17322861,Hailey,Bellerose,Female,03-May-63,Victoria,N,N,N,Y,N,N,Y,N,,
2018,Y,76332685,Matt,Turner,Male,11-Sep-95,Nelson,Y,N,N,Y,N,N,N,N,,
2010,Y,11312472,Addison,Austin,Female,06-Sep-99,Port Moody,N,N,Y,N,N,N,N,N,,
2006,Y,55740867,Michael,Cadot,Male,22-Mar-63,Kamloops,N,N,N,N,N,N,N,N,,
2020,Y,25184633,Oliver,Brasseur,Male,02-Aug-53,Chilliwack,Y,N,N,N,N,N,N,N,,
2011,Y,53303586,Matt,Cox,Male,01-Mar-73,Kelowna,N,N,N,Y,N,N,Y,N,,
2006,Y,90714478,Nolan,Parker,Male,27-Sep-94,Prince George,Y,N,N,N,N,N,N,N,,
2017,Y,52128545,Ben,Little,Male,15-Oct-51,Coquitlam,Y,N,N,Y,N,N,Y,N,,
2002,Y,25989660,Addison,Bellerose,Female,26-Dec-76,Langley,N,N,N,Y,N,N,Y,N,,
2006,Y,82784667,Joe,Green,Male,20-Aug-71,Dawson Creek,Y,N,N,Y,N,N,N,N,,
2014,Y,88882205,Paisley,Alary,Female,16-Sep-84,Colwood,Y,N,N,Y,N,N,Y,N,,
2014,N,50270272,Ian,Blanchard,Male,10-Apr-64,Powell River,Y,N,N,N,N,N,N,Y,,
2013,Y,98728768,Josephine,Fraser,Female,27-Feb-50,Parksville,N,N,N,N,N,N,N,N,,
2013,Y,91884615,John,Parker,Male,15-Jan-72,Fort St. John,N,N,N,Y,N,N,Y,N,,
2001,Y,25215230,Dylan,Moore,Male,28-Nov-00,Prince Rupert,N,N,N,N,N,N,N,N,,
2002,Y,24100435,John,Torres,Male,09-Aug-95,Dawson Creek,Y,N,N,Y,N,N,N,N,,
2002,Y,74887927,Hudson,Levesque,Male,28-Jan-83,Campbell River,N,N,N,Y,N,N,N,N,,
2010,Y,45996651,Samantha,Peterson,Female,29-Aug-95,Pitt Meadows,Y,N,N,N,N,N,N,N,,
2003,Y,27630923,Lillian,Wilson,Female,09-Jan-61,Fernie,Y,N,N,Y,N,N,Y,N,,
2018,Y,68142046,Lincoln,Gill,Male,22-May-91,Trail,Y,N,N,N,N,N,N,N,,
2001,Y,78903896,Noah,Perez,Male,22-Jan-91,Mission,Y,N,N,N,N,N,N,N,,
2005,Y,94994760,Nolan,Lavoie,Male,31-Aug-66,Kelowna,Y,N,N,N,N,N,N,N,,
2012,Y,19436543,Evelyn,Siermachesky,Female,08-Dec-96,Quesnel,Y,N,N,N,N,N,N,N,,
2000,Y,90595309,Jack,MacDonald,Male,04-Sep-49,Burnaby,Y,N,N,N,N,N,N,N,,
2009,Y,28232930,Gabe,Morin,Male,20-Jan-74,North Vancouver,Y,N,N,Y,N,N,Y,N,,
2008,Y,73768443,Lucas,Moore,Male,04-Dec-62,Grand Forks,Y,N,N,N,N,N,N,N,,
2013,Y,49585378,Sophia,Fraser,Female,03-Dec-91,New Westminster,N,N,Y,Y,N,N,Y,N,,
2000,N,19221981,Sarah,Poirier,Female,07-Jun-92,Penticton,N,N,Y,N,N,N,N,Y,,
2022,Y,52053108,Addison,Wessels,Female,27-Jan-56,Maple Ridge,Y,N,N,N,N,N,N,N,,
2019,Y,69552634,Nolan,Dallas,Male,19-Jul-87,Nelson,Y,N,N,N,N,N,N,N,,
2010,Y,61831598,Joe,Cote,Male,23-Apr-01,West Kelowna,N,N,N,N,N,N,N,N,,
2020,Y,27537216,David,Viswam,Male,04-Oct-85,Kamloops,N,N,N,Y,N,N,Y,N,,
2013,Y,69005883,Allison,Jepp,Female,04-Aug-57,Langley,Y,N,N,Y,Y,N,Y,N,,
2019,Y,24010611,Matt,Lacombe,Male,04-Apr-58,Port Alberni,N,N,N,Y,Y,N,Y,N,,
2014,Y,82613324,Sadie,Howard,Female,06-Dec-96,New Westminster,N,N,N,Y,N,N,Y,N,,
2006,Y,81044034,Chris,Roberts,Male,15-May-89,Prince George,Y,N,N,N,N,N,N,N,,
2006,Y,52562057,Cam,Obediah,Male,22-Jun-79,Armstrong,N,N,N,Y,N,N,N,N,,
2021,Y,21444170,Isabell,Dari,Female,26-May-59,Duncan,N,N,N,Y,N,N,N,N,,
2009,Y,24050248,Tom,Poirier,Male,23-Feb-80,Port Alberni,Y,N,N,Y,N,N,Y,N,,
2006,Y,61739280,William,Williams,Male,27-Jan-03,Fort St. John,Y,N,N,Y,N,N,Y,N,,
2014,Y,35097275,Sofia,Sanchez,Female,04-Dec-83,Kimberley,N,N,N,N,N,N,N,N,,
2012,Y,87893349,Stella,Adams,Female,17-Jun-51,Victoria,Y,N,N,N,N,N,N,N,,
2002,Y,92592270,Alice,Morris,Female,27-May-58,Enderby,Y,N,N,Y,N,N,N,N,,
2020,Y,48855573,Elizabeth,Anglin,Female,15-Apr-81,Kelowna,N,N,N,Y,N,N,Y,N,,
2017,Y,51543949,Avery,Wessels,Female,29-Mar-79,Vancouver,N,N,Y,Y,N,N,Y,N,,
2020,Y,27570487,Theo,Rogers,Male,30-Apr-65,Armstrong,N,N,N,Y,N,N,Y,N,,
2001,Y,33396848,Dylan,Coleman,Male,24-Feb-03,Port Moody,N,N,N,Y,N,N,Y,N,,
2016,Y,59826738,William,Morrison,Male,14-Feb-94,New Westminster,Y,N,N,N,N,N,N,N,,
2003,Y,15670111,John,Sun,Male,01-Jun-85,Maple Ridge,N,N,N,N,N,N,N,N,,
2004,N,28324605,Jack,McDonald,Male,12-May-50,West Kelowna,Y,N,N,N,N,N,N,Y,,
2018,Y,45921496,Dylan,Little,Male,08-Dec-05,Campbell River,Y,N,N,Y,N,N,Y,N,,
2019,Y,27158586,Rose,Nadeau,Female,26-Nov-73,Grand Forks,Y,N,N,N,N,N,N,N,,
2015,Y,99566000,Evelyn,Chang,Female,17-Feb-75,Rossland,N,N,N,Y,N,N,N,N,,
2017,Y,43130831,Scarlett,Howard,Female,12-Aug-00,Armstrong,N,N,Y,Y,N,N,N,N,,
2011,Y,74436701,Sophia,Claus,Female,10-Jul-80,Merritt,Y,N,N,N,N,N,N,N,,
2019,Y,29005065,Riley,Wen,Female,07-Apr-63,Pitt Meadows,N,N,N,Y,N,N,Y,N,,
2007,Y,47037719,Dylan,Walker,Male,23-Feb-70,Merritt,N,N,N,N,N,N,N,N,,
2022,Y,39708973,Joe,Bryant,Male,14-Feb-87,Victoria,N,N,N,N,N,N,N,N,,
2010,Y,81440294,Matt,McNeill,Male,30-Jul-99,Duncan,N,N,N,Y,N,N,Y,N,,
2002,Y,29896246,John,Munroe,Male,03-Jul-84,Williams Lake,N,N,N,Y,N,N,N,N,,
2012,Y,91627284,Rebecca,Patel,Female,26-Oct-67,Grand Forks,Y,N,N,Y,N,N,Y,N,,
2019,N,12217595,Audrey,Martin,Female,21-Sep-63,North Vancouver,N,N,N,N,N,N,N,Y,,
2017,Y,46212123,Victoria,Dulam,Female,23-Jul-74,Dawson Creek,Y,N,N,Y,N,N,Y,N,,
2006,Y,48689764,Alice,MacDonald,Female,11-Oct-05,Courtenay,N,N,N,Y,N,N,N,N,,
2003,Y,26918815,Charlotte,Patterson,Female,28-May-95,Pitt Meadows,Y,N,N,Y,N,N,N,N,,
2017,Y,71508731,Audrey,Austin,Female,11-Jun-52,Revelstoke,Y,N,N,Y,N,N,Y,N,,
2003,Y,63967814,David,Perez,Male,23-Apr-58,Kelowna,Y,N,N,Y,Y,N,Y,N,,
2008,Y,43367973,Rose,Lara,Female,20-May-60,Fort St. John,Y,N,N,Y,N,N,Y,N,,
2009,Y,64536369,Isabell,Lentz,Female,17-Dec-00,White Rock,N,N,Y,Y,N,N,Y,N,,
2020,Y,65439768,Jacob,Patel,Male,22-Feb-72,Kimberley,Y,N,N,N,N,N,N,N,,
2010,Y,33778114,Hannah,Flores,Female,07-Jan-05,New Westminster,Y,N,N,Y,N,N,Y,N,,
2021,Y,99358290,Paisley,Primeau,Female,24-Nov-78,Chilliwack,Y,N,N,Y,N,N,Y,N,,
2012,Y,72654671,Ryan,Patton,Male,19-May-96,Cranbrook,Y,N,N,N,N,N,N,N,,
2003,Y,26547141,Charlotte,Cadot,Female,12-Dec-77,Maple Ridge,Y,N,N,N,N,N,N,N,,
2010,Y,97766687,Judy,Chow,Female,27-Nov-99,Port Moody,Y,N,N,N,N,N,N,N,,
2001,Y,19680919,Sam,Nicholas,Male,29-Sep-56,Vernon,N,N,N,Y,N,N,N,N,,
2021,Y,31958594,Ben,Cook,Male,10-Jan-52,Victoria,Y,N,N,N,N,N,N,N,,
2007,Y,82576983,Maria,Chow,Female,14-Nov-80,West Kelowna,Y,N,N,Y,N,N,Y,N,,
2006,Y,62661285,Clara,Bertrand,Female,16-Feb-50,Maple Ridge,Y,N,N,N,N,N,N,N,,
2007,Y,95477216,Lillian,Chow,Female,17-Aug-57,Vancouver,Y,N,N,Y,N,N,N,N,,
2003,Y,68655149,Hazel,Harris,Female,16-Jul-05,Richmond,Y,N,N,N,N,N,N,N,,
2013,Y,64679654,Dylan,Mutadi,Male,28-Feb-83,Chilliwack,Y,N,N,Y,N,N,Y,N,,
2012,Y,78933697,Hudson,Hebert,Male,08-Dec-67,Nelson,Y,N,N,Y,N,N,Y,N,,
2016,Y,35119073,Chris,Zhang,Male,07-May-60,Grand Forks,Y,N,N,N,N,N,N,N,,
2022,Y,55679551,Riley,Fortin,Female,12-Jul-89,Abbotsford,N,N,N,N,N,N,N,N,,
2013,N,35571841,Layla,Patton,Female,27-Mar-81,Duncan,Y,N,N,N,N,N,N,Y,,
2013,Y,52164318,Judy,Wimmons,Female,09-Mar-58,Richmond,Y,N,N,N,N,N,N,N,,
2011,Y,62298426,Rebecca,Davis,Female,26-May-58,Chilliwack,Y,N,N,N,Y,N,N,N,,
2005,Y,62345043,Adrian,Levesque,Male,24-Sep-61,Surrey,Y,N,N,Y,N,N,Y,N,,
2016,Y,70692454,Chris,Amyot,Male,31-Aug-55,Vernon,Y,N,N,Y,N,N,N,N,,
2006,Y,54786059,Zoe,Parker,Female,13-Nov-52,Richmond,N,N,N,Y,N,N,Y,N,,
2014,N,26384112,Isabell,Williams,Female,16-Sep-49,Salmon Arm,N,N,N,N,N,N,N,Y,,
2004,Y,72380893,Dylan,Butler,Male,20-Mar-59,Prince George,Y,N,N,Y,N,N,Y,N,,
2016,Y,66189359,Jacob,Lentz,Male,03-Jan-01,Maple Ridge,N,N,N,N,N,N,N,N,,
2008,Y,37212317,Matt,Bellerose,Male,09-Dec-95,Parksville,Y,N,N,Y,N,N,Y,N,,
2004,Y,14985898,Elizabeth,Hughes,Female,19-Dec-69,Williams Lake,N,N,N,N,N,N,N,N,,
2008,Y,83760190,Emilia,Bryant,Female,14-Jun-69,Vancouver,N,N,Y,Y,N,N,Y,N,,
2010,Y,45615974,Julian,Parker,Male,02-Feb-75,Powell River,N,N,N,Y,N,N,Y,N,,
2020,Y,58475626,Amelia,Smith,Female,17-Oct-84,Burnaby,Y,N,N,Y,N,N,N,N,,
2005,Y,25788770,Evelyn,Lacombe,Female,24-Aug-02,Williams Lake,Y,N,N,N,N,N,N,N,,
2003,Y,36232895,Leah,McNeill,Female,08-Jan-49,Victoria,N,N,N,N,N,N,N,N,,
2011,Y,78525578,Wyatt,Rodriguez,Male,02-Apr-86,Dawson Creek,N,N,N,Y,N,N,Y,N,,
2008,Y,54383432,Emily,Blanchard,Female,16-Mar-73,Mission,Y,N,N,N,N,N,N,N,,
2020,Y,82894031,Ethan,Bell,Male,10-Sep-67,Enderby,N,N,N,N,N,N,N,N,,
2022,Y,18400900,Audrey,Bellerose,Female,23-Feb-99,Port Moody,Y,N,N,Y,N,N,N,N,,
2000,Y,44441883,Audrey,Russell,Female,16-Apr-70,Trail,Y,N,N,Y,N,N,Y,N,,
2003,Y,26802533,Ethan,Anglin,Male,22-Apr-97,Kimberley,Y,N,N,Y,N,N,Y,N,,
2006,Y,27391317,Hudson,Sukkel,Male,03-Jan-89,Campbell River,N,N,N,Y,N,N,N,N,,
2006,Y,77658997,Abigail,Powell,Female,21-Sep-70,Dawson Creek,Y,N,N,Y,N,N,Y,N,,
2012,N,30196808,Theo,Lapointe,Male,07-Feb-57,Nanaimo,Y,N,N,N,N,N,N,Y,,
2009,Y,73457762,James,Bertrand,Male,30-Dec-78,Vancouver,N,N,N,Y,N,N,Y,N,,
2012,Y,88039170,Lincoln,Carter,Male,26-May-02,Surrey,N,N,Y,N,N,N,N,N,,
2022,Y,68652884,Jack,Nadeau,Male,06-Dec-03,Enderby,Y,N,N,Y,N,N,Y,N,,
2004,Y,17450308,William,Cook,Male,19-Aug-60,North Vancouver,N,N,N,N,Y,N,N,N,,
2020,Y,38084643,Madison,Carter,Female,10-Jul-95,Dawson Creek,N,N,Y,Y,N,N,Y,N,,
2010,Y,45559957,Alice,Fortin,Female,24-Jan-50,Chilliwack,Y,N,N,N,Y,N,N,N,,
2021,Y,76448732,Ryan,Ganot,Male,09-Jun-00,Castlegar,Y,N,N,Y,N,N,N,N,,
2020,Y,88008871,Nora,Anglin,Female,16-Aug-04,Prince George,N,N,N,N,N,N,N,N,,
2015,Y,20620750,Rebecca,Campbell,Female,08-Dec-04,Salmon Arm,Y,N,N,N,N,N,N,N,,
2002,Y,45242378,William,Young,Male,17-Jun-54,Burnaby,Y,N,N,Y,N,N,Y,N,,
2022,Y,49165135,Gabe,Longpoint,Male,13-Nov-03,Cranbrook,Y,N,N,N,N,N,N,N,,
2018,Y,90391765,Brooklyn,Fitzpatrick,Female,29-Apr-93,Dawson Creek,N,N,N,Y,N,N,Y,N,,
2015,Y,58156787,Chris,Fraser,Male,11-Sep-98,Duncan,Y,N,N,Y,N,N,Y,N,,
2009,Y,49553174,Layla,Chang,Female,03-Apr-88,Duncan,Y,N,N,N,N,N,N,N,,
2017,Y,19603093,Savannah,Sahdev,Female,07-Apr-98,Williams Lake,Y,N,N,Y,N,N,N,N,,
2011,Y,47228244,Sadie,Berger,Female,12-Aug-65,Merritt,N,N,N,N,N,N,N,N,,
2003,Y,54906137,Michael,Bennett,Male,02-Jan-72,Vernon,Y,N,N,N,N,N,N,N,,
2007,Y,62043337,Hannah,Armstrong,Female,08-Apr-64,Port Moody,Y,N,N,N,N,N,N,N,,
2011,Y,95180269,Alice,Meadows,Female,06-Dec-80,Armstrong,Y,N,N,N,N,N,N,N,,
2005,Y,25576320,John,Gilbert,Male,19-Mar-56,Greenwood,N,N,N,Y,N,N,Y,N,,
2011,Y,38110279,Lucas,Graay,Male,17-Jul-61,Langley,Y,N,N,N,N,N,N,N,,
2015,Y,50662306,Lucy,Levesque,Female,10-Oct-96,Grand Forks,Y,N,N,Y,N,N,Y,N,,
2015,Y,22839774,Maria,Eaton,Female,07-Jun-64,Burnaby,N,N,N,N,N,N,N,N,,
2002,Y,97418357,Evelyn,Stewart,Female,27-Aug-65,Quesnel,N,N,N,Y,N,N,N,N,,
2001,Y,22106802,John,Robinson,Male,21-Dec-02,Kimberley,N,N,N,N,N,N,N,N,,
2010,Y,84233411,Michael,Diaz,Male,09-Nov-77,Dawson Creek,N,N,N,Y,N,N,N,N,,
2006,Y,24321322,Allison,Mutadi,Female,10-Nov-62,Vernon,N,N,Y,N,N,N,N,N,,
2003,Y,50139728,Alice,MacDonald,Female,26-Nov-91,Trail,N,N,N,Y,N,N,Y,N,,
2021,Y,75422678,Lillian,Robb,Female,12-Jul-93,Terrace,Y,N,N,Y,N,N,Y,N,,
2020,Y,58964554,Lucas,Johnson,Male,21-Oct-59,Prince Rupert,Y,N,N,N,N,N,N,N,,
2012,Y,19990777,Grace,Morin,Female,09-Oct-90,Langley,Y,N,N,N,N,N,N,N,,
2011,Y,22373540,Madelyn,Cook,Female,15-Oct-56,Langley,N,N,N,N,N,N,N,N,,
2007,Y,39309435,Ben,White,Male,01-Nov-49,Vancouver,Y,N,N,Y,Y,N,Y,N,,
2004,Y,35948108,Naomi,Wong,Female,16-Apr-94,Maple Ridge,N,N,N,Y,N,N,Y,N,,
2017,Y,11416902,Jack,Brrooks,Male,17-Oct-82,Langford,N,N,N,N,N,N,N,N,,
2001,Y,66618318,Maria,Alary,Female,29-Oct-57,West Kelowna,N,N,N,Y,N,N,N,N,,
2021,Y,88916467,Matt,Lara,Male,14-Nov-56,Merritt,N,N,N,Y,Y,N,Y,N,,
2010,Y,23541618,Chris,Bellerose,Male,11-Mar-79,New Westminster,Y,N,N,N,N,N,N,N,,
2004,Y,76544084,Elijah,Simmons,Male,08-May-65,Terrace,N,N,N,Y,N,N,N,N,,
2002,Y,40547386,Autumn,Sanchez,Female,10-Apr-53,Powell River,N,N,N,Y,N,N,N,N,,
2014,Y,94429147,Cam,Kingfisher,Male,20-Mar-01,Kimberley,N,N,N,Y,N,N,Y,N,,
2017,Y,93686469,Hudson,Connors,Male,29-Jan-77,Vernon,Y,N,N,N,N,N,N,N,,
2004,Y,54648482,Cam,Baker,Male,23-Nov-98,Burnaby,Y,N,N,N,N,N,N,N,,
2011,Y,96474800,Sophia,Watson,Female,01-Mar-96,Mission,N,N,N,N,N,N,N,N,,
2014,Y,54773321,Rebecca,Green,Female,25-Dec-69,Greenwood,N,N,N,N,N,N,N,N,,
2006,Y,57155990,Julian,Claus,Male,02-Jun-57,Vancouver,N,N,N,Y,N,N,Y,N,,
2018,N,88140747,Sam,Blanchard,Male,04-Jun-66,Prince George,Y,N,N,N,N,N,N,Y,,
2003,Y,41056993,Michael,Lefebvre,Male,15-May-81,Port Moody,Y,N,N,Y,N,N,Y,N,,
2020,Y,80766392,Charlotte,Hickins,Female,13-Mar-59,Salmon Arm,N,N,N,N,N,N,N,N,,
2010,Y,16250407,Mason,Halll,Male,06-Mar-84,Richmond,Y,N,N,N,N,N,N,N,,
2009,Y,69144516,Isabell,Butler,Female,12-Apr-62,Richmond,N,N,N,Y,Y,N,N,N,,
2007,Y,69986729,Abigail,Morris,Female,12-Sep-90,Abbotsford,N,N,N,Y,N,N,Y,N,,
2003,Y,72649324,Charles,Hickins,Male,10-Nov-72,Trail,Y,N,N,N,N,N,N,N,,
2022,Y,75272777,Victoria,Herron,Female,14-Nov-97,Duncan,Y,N,N,N,N,N,N,N,,
2015,Y,98772001,Theo,Wimmons,Male,10-Sep-61,Langley,N,N,N,Y,N,N,Y,N,,
2020,Y,35628880,Isabell,Taylor,Female,19-Jul-60,Burnaby,N,N,N,N,N,N,N,N,,
2019,Y,36397610,Sofia,Washington,Female,19-Mar-61,Cranbrook,N,N,N,Y,N,N,Y,N,,
2015,N,66597458,Lillian,Gilbert,Female,19-Mar-50,Williams Lake,Y,N,N,N,N,N,N,Y,,
2000,Y,59984917,Samantha,MacDonald,Female,15-May-71,Powell River,N,N,N,N,N,N,N,N,,
2010,Y,52148957,Elizabeth,Wilkinson,Female,19-Dec-91,Duncan,Y,N,N,N,N,N,N,N,,
2006,Y,40568341,Cam,McDonald,Male,13-May-56,Rossland,N,N,N,Y,N,N,Y,N,,
2008,Y,84417285,Jade,Patel,Female,31-Oct-57,Castlegar,N,N,N,Y,N,N,Y,N,,
2003,Y,53044241,Scarlett,Rogers,Female,28-Dec-64,North Vancouver,Y,N,N,N,N,N,N,N,,
2018,Y,82557338,Liam,Atkins,Male,21-May-70,Dawson Creek,Y,N,N,N,N,N,N,N,,
2003,Y,72381048,Dylan,Simmons,Male,26-Oct-58,Langley,Y,N,N,Y,Y,N,N,N,,
2022,Y,33974171,Sophia,Harris,Female,02-Feb-90,North Vancouver,N,N,N,N,N,N,N,N,,
2013,N,14851519,William,Campbell,Male,31-Oct-81,Armstrong,N,N,N,N,N,N,N,N,Waitlisted,20-Jul-16
2005,Y,59401351,John,Ho,Male,10-Nov-53,Kelowna,Y,N,N,N,N,N,N,N,,
2011,Y,96180869,Charles,Simmons,Male,14-Dec-67,Chilliwack,Y,N,N,Y,N,N,N,N,,
2019,Y,44022662,Dan,Rogers,Male,08-Feb-83,Kimberley,Y,N,N,N,N,N,N,N,,
2012,Y,25536306,Samantha,Kingfisher,Female,25-Feb-81,Pitt Meadows,N,N,N,Y,N,N,N,N,,
2020,N,26423684,Ethan,Washington,Male,19-May-80,North Vancouver,N,N,N,N,N,N,N,N,Waitlisted,08-Apr-23
2000,Y,77960717,Lillian,Brown,Female,02-Aug-98,Revelstoke,N,N,N,N,N,N,N,N,,
2009,Y,68651670,Ryan,Roy,Male,28-Nov-59,Courtenay,N,N,N,Y,N,N,Y,N,,
2004,N,55251506,William,Yoshida,Male,30-Aug-75,Vernon,Y,N,N,N,N,N,N,Y,,
2012,Y,66402326,Avery,Jordan,Female,20-Feb-91,Mission,Y,N,N,N,N,N,N,N,,
2019,Y,91508583,Zoe,Mutadi,Female,06-Feb-80,Dawson Creek,Y,N,N,N,N,N,N,N,,
2005,Y,88106496,Autumn,Tremblay,Female,19-Nov-67,Kelowna,Y,N,N,N,N,N,N,N,,
2020,Y,72508640,Noah,Thomas,Male,11-Dec-04,Kamloops,Y,N,N,N,N,N,N,N,,
2010,Y,56811877,Brooklyn,Lowe,Female,13-Nov-86,Parksville,Y,N,N,N,N,N,N,N,,
2016,Y,13712985,Aaron,Decker,Male,15-Jun-03,White Rock,N,N,N,Y,N,N,Y,N,,
2015,Y,40788773,Tom,Grant,Male,12-May-03,Port Alberni,Y,N,N,Y,N,N,N,N,,
2020,N,15939981,Adrian,Yanick,Male,28-Feb-68,Langley,Y,N,N,N,N,N,N,Y,,
2018,Y,81739616,Wyatt,Cote,Male,14-Apr-71,North Vancouver,N,N,N,Y,N,N,Y,N,,
2011,Y,22305709,Jack,Hayes,Male,05-Jan-73,Nelson,N,N,N,Y,N,N,Y,N,,
2011,Y,68157520,Dan,Lara,Male,12-Sep-03,Abbotsford,Y,N,N,N,N,N,N,N,,
2010,Y,84447274,Lucas,Patterson,Male,06-Jan-92,Kelowna,Y,N,N,N,N,N,N,N,,
2016,Y,43787314,Autumn,Antoine,Female,07-Feb-64,Kimberley,N,N,N,Y,N,N,Y,N,,
